"Time (EpMin)","Strand Name","Range (km)"
1151,"Satellite/LEO26 To Satellite/LEO11",6406
1156,"Satellite/LEO26 To Satellite/LEO11",7074
1160,"Satellite/LEO26 To Satellite/LEO11",7423
1169,"Satellite/LEO26 To Satellite/LEO11",7423
1174,"Satellite/LEO26 To Satellite/LEO11",6949
1179,"Satellite/LEO26 To Satellite/LEO11",6248
1184,"Satellite/LEO26 To Satellite/LEO11",5528
1189,"Satellite/LEO26 To Satellite/LEO11",5079
1194,"Satellite/LEO26 To Satellite/LEO11",5136
1199,"Satellite/LEO26 To Satellite/LEO11",5668
1204,"Satellite/LEO26 To Satellite/LEO11",6406
1209,"Satellite/LEO26 To Satellite/LEO11",7073
1213,"Satellite/LEO26 To Satellite/LEO11",7423
1221,"Satellite/LEO26 To Satellite/LEO11",7423
1226,"Satellite/LEO26 To Satellite/LEO11",6950
1231,"Satellite/LEO26 To Satellite/LEO11",6249
1236,"Satellite/LEO26 To Satellite/LEO11",5529
1241,"Satellite/LEO26 To Satellite/LEO11",5079
1246,"Satellite/LEO26 To Satellite/LEO11",5136
1251,"Satellite/LEO26 To Satellite/LEO11",5667
1256,"Satellite/LEO26 To Satellite/LEO11",6405
1261,"Satellite/LEO26 To Satellite/LEO11",7072
1265,"Satellite/LEO26 To Satellite/LEO11",7423
1274,"Satellite/LEO26 To Satellite/LEO11",7423
1279,"Satellite/LEO26 To Satellite/LEO11",6949
1284,"Satellite/LEO26 To Satellite/LEO11",6247
1289,"Satellite/LEO26 To Satellite/LEO11",5528
1294,"Satellite/LEO26 To Satellite/LEO11",5079
1299,"Satellite/LEO26 To Satellite/LEO11",5137
1304,"Satellite/LEO26 To Satellite/LEO11",5668
1309,"Satellite/LEO26 To Satellite/LEO11",6406
1314,"Satellite/LEO26 To Satellite/LEO11",7073
1318,"Satellite/LEO26 To Satellite/LEO11",7423
1326,"Satellite/LEO26 To Satellite/LEO11",7423
1331,"Satellite/LEO26 To Satellite/LEO11",6949
1336,"Satellite/LEO26 To Satellite/LEO11",6248
1341,"Satellite/LEO26 To Satellite/LEO11",5529
1346,"Satellite/LEO26 To Satellite/LEO11",5079
1351,"Satellite/LEO26 To Satellite/LEO11",5136
1356,"Satellite/LEO26 To Satellite/LEO11",5667
1361,"Satellite/LEO26 To Satellite/LEO11",6405
1366,"Satellite/LEO26 To Satellite/LEO11",7073
1370,"Satellite/LEO26 To Satellite/LEO11",7423
1379,"Satellite/LEO26 To Satellite/LEO11",7423
1384,"Satellite/LEO26 To Satellite/LEO11",6950
1389,"Satellite/LEO26 To Satellite/LEO11",6249
1394,"Satellite/LEO26 To Satellite/LEO11",5529
1399,"Satellite/LEO26 To Satellite/LEO11",5079
1404,"Satellite/LEO26 To Satellite/LEO11",5136
1409,"Satellite/LEO26 To Satellite/LEO11",5667
1414,"Satellite/LEO26 To Satellite/LEO11",6404
1419,"Satellite/LEO26 To Satellite/LEO11",7072
1423,"Satellite/LEO26 To Satellite/LEO11",7423
1432,"Satellite/LEO26 To Satellite/LEO11",7423
1437,"Satellite/LEO26 To Satellite/LEO11",6949
1440,"Satellite/LEO26 To Satellite/LEO11",6505
0,"Satellite/LEO26 To Satellite/LEO16",3963
5,"Satellite/LEO26 To Satellite/LEO16",5006
10,"Satellite/LEO26 To Satellite/LEO16",5711
15,"Satellite/LEO26 To Satellite/LEO16",5978
20,"Satellite/LEO26 To Satellite/LEO16",5775
25,"Satellite/LEO26 To Satellite/LEO16",5128
30,"Satellite/LEO26 To Satellite/LEO16",4122
35,"Satellite/LEO26 To Satellite/LEO16",2945
40,"Satellite/LEO26 To Satellite/LEO16",2052
45,"Satellite/LEO26 To Satellite/LEO16",2269
50,"Satellite/LEO26 To Satellite/LEO16",3341
55,"Satellite/LEO26 To Satellite/LEO16",4492
60,"Satellite/LEO26 To Satellite/LEO16",5391
65,"Satellite/LEO26 To Satellite/LEO16",5896
70,"Satellite/LEO26 To Satellite/LEO16",5940
75,"Satellite/LEO26 To Satellite/LEO16",5519
80,"Satellite/LEO26 To Satellite/LEO16",4686
85,"Satellite/LEO26 To Satellite/LEO16",3566
90,"Satellite/LEO26 To Satellite/LEO16",2437
95,"Satellite/LEO26 To Satellite/LEO16",1990
100,"Satellite/LEO26 To Satellite/LEO16",2733
105,"Satellite/LEO26 To Satellite/LEO16",3906
110,"Satellite/LEO26 To Satellite/LEO16",4962
115,"Satellite/LEO26 To Satellite/LEO16",5686
120,"Satellite/LEO26 To Satellite/LEO16",5976
125,"Satellite/LEO26 To Satellite/LEO16",5796
130,"Satellite/LEO26 To Satellite/LEO16",5169
135,"Satellite/LEO26 To Satellite/LEO16",4178
140,"Satellite/LEO26 To Satellite/LEO16",3002
145,"Satellite/LEO26 To Satellite/LEO16",2076
150,"Satellite/LEO26 To Satellite/LEO16",2230
155,"Satellite/LEO26 To Satellite/LEO16",3283
160,"Satellite/LEO26 To Satellite/LEO16",4439
165,"Satellite/LEO26 To Satellite/LEO16",5355
170,"Satellite/LEO26 To Satellite/LEO16",5881
175,"Satellite/LEO26 To Satellite/LEO16",5949
180,"Satellite/LEO26 To Satellite/LEO16",5550
185,"Satellite/LEO26 To Satellite/LEO16",4735
190,"Satellite/LEO26 To Satellite/LEO16",3625
195,"Satellite/LEO26 To Satellite/LEO16",2484
200,"Satellite/LEO26 To Satellite/LEO16",1981
205,"Satellite/LEO26 To Satellite/LEO16",2679
210,"Satellite/LEO26 To Satellite/LEO16",3848
215,"Satellite/LEO26 To Satellite/LEO16",4917
220,"Satellite/LEO26 To Satellite/LEO16",5660
225,"Satellite/LEO26 To Satellite/LEO16",5972
230,"Satellite/LEO26 To Satellite/LEO16",5816
235,"Satellite/LEO26 To Satellite/LEO16",5209
240,"Satellite/LEO26 To Satellite/LEO16",4233
245,"Satellite/LEO26 To Satellite/LEO16",3059
250,"Satellite/LEO26 To Satellite/LEO16",2103
255,"Satellite/LEO26 To Satellite/LEO16",2194
260,"Satellite/LEO26 To Satellite/LEO16",3224
265,"Satellite/LEO26 To Satellite/LEO16",4387
270,"Satellite/LEO26 To Satellite/LEO16",5319
275,"Satellite/LEO26 To Satellite/LEO16",5866
280,"Satellite/LEO26 To Satellite/LEO16",5957
285,"Satellite/LEO26 To Satellite/LEO16",5580
290,"Satellite/LEO26 To Satellite/LEO16",4783
295,"Satellite/LEO26 To Satellite/LEO16",3683
300,"Satellite/LEO26 To Satellite/LEO16",2533
305,"Satellite/LEO26 To Satellite/LEO16",1976
310,"Satellite/LEO26 To Satellite/LEO16",2627
315,"Satellite/LEO26 To Satellite/LEO16",3790
320,"Satellite/LEO26 To Satellite/LEO16",4870
325,"Satellite/LEO26 To Satellite/LEO16",5633
330,"Satellite/LEO26 To Satellite/LEO16",5968
335,"Satellite/LEO26 To Satellite/LEO16",5834
340,"Satellite/LEO26 To Satellite/LEO16",5249
345,"Satellite/LEO26 To Satellite/LEO16",4288
350,"Satellite/LEO26 To Satellite/LEO16",3117
355,"Satellite/LEO26 To Satellite/LEO16",2132
360,"Satellite/LEO26 To Satellite/LEO16",2159
365,"Satellite/LEO26 To Satellite/LEO16",3166
370,"Satellite/LEO26 To Satellite/LEO16",4333
375,"Satellite/LEO26 To Satellite/LEO16",5281
380,"Satellite/LEO26 To Satellite/LEO16",5849
385,"Satellite/LEO26 To Satellite/LEO16",5963
390,"Satellite/LEO26 To Satellite/LEO16",5609
395,"Satellite/LEO26 To Satellite/LEO16",4831
400,"Satellite/LEO26 To Satellite/LEO16",3742
405,"Satellite/LEO26 To Satellite/LEO16",2584
410,"Satellite/LEO26 To Satellite/LEO16",1975
415,"Satellite/LEO26 To Satellite/LEO16",2576
420,"Satellite/LEO26 To Satellite/LEO16",3732
425,"Satellite/LEO26 To Satellite/LEO16",4824
430,"Satellite/LEO26 To Satellite/LEO16",5605
435,"Satellite/LEO26 To Satellite/LEO16",5962
440,"Satellite/LEO26 To Satellite/LEO16",5852
445,"Satellite/LEO26 To Satellite/LEO16",5287
450,"Satellite/LEO26 To Satellite/LEO16",4341
455,"Satellite/LEO26 To Satellite/LEO16",3175
460,"Satellite/LEO26 To Satellite/LEO16",2165
465,"Satellite/LEO26 To Satellite/LEO16",2128
470,"Satellite/LEO26 To Satellite/LEO16",3108
475,"Satellite/LEO26 To Satellite/LEO16",4279
480,"Satellite/LEO26 To Satellite/LEO16",5242
485,"Satellite/LEO26 To Satellite/LEO16",5832
490,"Satellite/LEO26 To Satellite/LEO16",5969
495,"Satellite/LEO26 To Satellite/LEO16",5637
500,"Satellite/LEO26 To Satellite/LEO16",4878
505,"Satellite/LEO26 To Satellite/LEO16",3800
510,"Satellite/LEO26 To Satellite/LEO16",2635
515,"Satellite/LEO26 To Satellite/LEO16",1977
520,"Satellite/LEO26 To Satellite/LEO16",2525
525,"Satellite/LEO26 To Satellite/LEO16",3674
530,"Satellite/LEO26 To Satellite/LEO16",4776
535,"Satellite/LEO26 To Satellite/LEO16",5576
540,"Satellite/LEO26 To Satellite/LEO16",5955
545,"Satellite/LEO26 To Satellite/LEO16",5868
550,"Satellite/LEO26 To Satellite/LEO16",5325
555,"Satellite/LEO26 To Satellite/LEO16",4395
560,"Satellite/LEO26 To Satellite/LEO16",3234
565,"Satellite/LEO26 To Satellite/LEO16",2199
570,"Satellite/LEO26 To Satellite/LEO16",2098
575,"Satellite/LEO26 To Satellite/LEO16",3050
580,"Satellite/LEO26 To Satellite/LEO16",4224
585,"Satellite/LEO26 To Satellite/LEO16",5203
590,"Satellite/LEO26 To Satellite/LEO16",5813
595,"Satellite/LEO26 To Satellite/LEO16",5973
600,"Satellite/LEO26 To Satellite/LEO16",5664
605,"Satellite/LEO26 To Satellite/LEO16",4924
610,"Satellite/LEO26 To Satellite/LEO16",3857
615,"Satellite/LEO26 To Satellite/LEO16",2688
620,"Satellite/LEO26 To Satellite/LEO16",1982
625,"Satellite/LEO26 To Satellite/LEO16",2477
630,"Satellite/LEO26 To Satellite/LEO16",3616
635,"Satellite/LEO26 To Satellite/LEO16",4728
640,"Satellite/LEO26 To Satellite/LEO16",5545
645,"Satellite/LEO26 To Satellite/LEO16",5948
650,"Satellite/LEO26 To Satellite/LEO16",5884
655,"Satellite/LEO26 To Satellite/LEO16",5361
660,"Satellite/LEO26 To Satellite/LEO16",4448
665,"Satellite/LEO26 To Satellite/LEO16",3292
670,"Satellite/LEO26 To Satellite/LEO16",2236
675,"Satellite/LEO26 To Satellite/LEO16",2072
680,"Satellite/LEO26 To Satellite/LEO16",2993
685,"Satellite/LEO26 To Satellite/LEO16",4169
690,"Satellite/LEO26 To Satellite/LEO16",5163
695,"Satellite/LEO26 To Satellite/LEO16",5793
700,"Satellite/LEO26 To Satellite/LEO16",5976
705,"Satellite/LEO26 To Satellite/LEO16",5690
710,"Satellite/LEO26 To Satellite/LEO16",4969
715,"Satellite/LEO26 To Satellite/LEO16",3915
720,"Satellite/LEO26 To Satellite/LEO16",2741
725,"Satellite/LEO26 To Satellite/LEO16",1991
730,"Satellite/LEO26 To Satellite/LEO16",2429
735,"Satellite/LEO26 To Satellite/LEO16",3557
740,"Satellite/LEO26 To Satellite/LEO16",4678
745,"Satellite/LEO26 To Satellite/LEO16",5514
750,"Satellite/LEO26 To Satellite/LEO16",5939
755,"Satellite/LEO26 To Satellite/LEO16",5898
760,"Satellite/LEO26 To Satellite/LEO16",5397
765,"Satellite/LEO26 To Satellite/LEO16",4500
770,"Satellite/LEO26 To Satellite/LEO16",3351
775,"Satellite/LEO26 To Satellite/LEO16",2276
780,"Satellite/LEO26 To Satellite/LEO16",2049
785,"Satellite/LEO26 To Satellite/LEO16",2936
790,"Satellite/LEO26 To Satellite/LEO16",4114
795,"Satellite/LEO26 To Satellite/LEO16",5121
800,"Satellite/LEO26 To Satellite/LEO16",5772
805,"Satellite/LEO26 To Satellite/LEO16",5978
810,"Satellite/LEO26 To Satellite/LEO16",5714
815,"Satellite/LEO26 To Satellite/LEO16",5013
820,"Satellite/LEO26 To Satellite/LEO16",3972
825,"Satellite/LEO26 To Satellite/LEO16",2796
830,"Satellite/LEO26 To Satellite/LEO16",2003
835,"Satellite/LEO26 To Satellite/LEO16",2383
840,"Satellite/LEO26 To Satellite/LEO16",3499
845,"Satellite/LEO26 To Satellite/LEO16",4629
850,"Satellite/LEO26 To Satellite/LEO16",5482
855,"Satellite/LEO26 To Satellite/LEO16",5928
860,"Satellite/LEO26 To Satellite/LEO16",5911
865,"Satellite/LEO26 To Satellite/LEO16",5431
870,"Satellite/LEO26 To Satellite/LEO16",4551
875,"Satellite/LEO26 To Satellite/LEO16",3409
880,"Satellite/LEO26 To Satellite/LEO16",2317
885,"Satellite/LEO26 To Satellite/LEO16",2028
890,"Satellite/LEO26 To Satellite/LEO16",2880
895,"Satellite/LEO26 To Satellite/LEO16",4058
900,"Satellite/LEO26 To Satellite/LEO16",5079
905,"Satellite/LEO26 To Satellite/LEO16",5750
910,"Satellite/LEO26 To Satellite/LEO16",5979
915,"Satellite/LEO26 To Satellite/LEO16",5738
920,"Satellite/LEO26 To Satellite/LEO16",5057
925,"Satellite/LEO26 To Satellite/LEO16",4028
930,"Satellite/LEO26 To Satellite/LEO16",2851
935,"Satellite/LEO26 To Satellite/LEO16",2019
940,"Satellite/LEO26 To Satellite/LEO16",2339
945,"Satellite/LEO26 To Satellite/LEO16",3440
950,"Satellite/LEO26 To Satellite/LEO16",4578
955,"Satellite/LEO26 To Satellite/LEO16",5449
960,"Satellite/LEO26 To Satellite/LEO16",5917
965,"Satellite/LEO26 To Satellite/LEO16",5923
970,"Satellite/LEO26 To Satellite/LEO16",5465
975,"Satellite/LEO26 To Satellite/LEO16",4602
980,"Satellite/LEO26 To Satellite/LEO16",3468
985,"Satellite/LEO26 To Satellite/LEO16",2360
990,"Satellite/LEO26 To Satellite/LEO16",2011
995,"Satellite/LEO26 To Satellite/LEO16",2825
1000,"Satellite/LEO26 To Satellite/LEO16",4001
1005,"Satellite/LEO26 To Satellite/LEO16",5036
1010,"Satellite/LEO26 To Satellite/LEO16",5727
1015,"Satellite/LEO26 To Satellite/LEO16",5979
1020,"Satellite/LEO26 To Satellite/LEO16",5761
1025,"Satellite/LEO26 To Satellite/LEO16",5099
1030,"Satellite/LEO26 To Satellite/LEO16",4085
1035,"Satellite/LEO26 To Satellite/LEO16",2907
1040,"Satellite/LEO26 To Satellite/LEO16",2038
1045,"Satellite/LEO26 To Satellite/LEO16",2297
1050,"Satellite/LEO26 To Satellite/LEO16",3381
1055,"Satellite/LEO26 To Satellite/LEO16",4527
1060,"Satellite/LEO26 To Satellite/LEO16",5415
1065,"Satellite/LEO26 To Satellite/LEO16",5905
1070,"Satellite/LEO26 To Satellite/LEO16",5933
1075,"Satellite/LEO26 To Satellite/LEO16",5498
1080,"Satellite/LEO26 To Satellite/LEO16",4653
1085,"Satellite/LEO26 To Satellite/LEO16",3527
1090,"Satellite/LEO26 To Satellite/LEO16",2405
1095,"Satellite/LEO26 To Satellite/LEO16",1997
1100,"Satellite/LEO26 To Satellite/LEO16",2770
1105,"Satellite/LEO26 To Satellite/LEO16",3944
1110,"Satellite/LEO26 To Satellite/LEO16",4992
1115,"Satellite/LEO26 To Satellite/LEO16",5703
1120,"Satellite/LEO26 To Satellite/LEO16",5977
1125,"Satellite/LEO26 To Satellite/LEO16",5782
1130,"Satellite/LEO26 To Satellite/LEO16",5141
1135,"Satellite/LEO26 To Satellite/LEO16",4140
1140,"Satellite/LEO26 To Satellite/LEO16",2964
1145,"Satellite/LEO26 To Satellite/LEO16",2060
1150,"Satellite/LEO26 To Satellite/LEO16",2257
1155,"Satellite/LEO26 To Satellite/LEO16",3322
1160,"Satellite/LEO26 To Satellite/LEO16",4475
1165,"Satellite/LEO26 To Satellite/LEO16",5380
1170,"Satellite/LEO26 To Satellite/LEO16",5891
1175,"Satellite/LEO26 To Satellite/LEO16",5943
1180,"Satellite/LEO26 To Satellite/LEO16",5529
1185,"Satellite/LEO26 To Satellite/LEO16",4702
1190,"Satellite/LEO26 To Satellite/LEO16",3585
1195,"Satellite/LEO26 To Satellite/LEO16",2452
1200,"Satellite/LEO26 To Satellite/LEO16",1986
1205,"Satellite/LEO26 To Satellite/LEO16",2716
1210,"Satellite/LEO26 To Satellite/LEO16",3887
1215,"Satellite/LEO26 To Satellite/LEO16",4947
1220,"Satellite/LEO26 To Satellite/LEO16",5677
1225,"Satellite/LEO26 To Satellite/LEO16",5975
1230,"Satellite/LEO26 To Satellite/LEO16",5803
1235,"Satellite/LEO26 To Satellite/LEO16",5182
1240,"Satellite/LEO26 To Satellite/LEO16",4196
1245,"Satellite/LEO26 To Satellite/LEO16",3021
1250,"Satellite/LEO26 To Satellite/LEO16",2084
1255,"Satellite/LEO26 To Satellite/LEO16",2218
1260,"Satellite/LEO26 To Satellite/LEO16",3264
1265,"Satellite/LEO26 To Satellite/LEO16",4422
1270,"Satellite/LEO26 To Satellite/LEO16",5344
1275,"Satellite/LEO26 To Satellite/LEO16",5876
1280,"Satellite/LEO26 To Satellite/LEO16",5952
1285,"Satellite/LEO26 To Satellite/LEO16",5560
1290,"Satellite/LEO26 To Satellite/LEO16",4751
1295,"Satellite/LEO26 To Satellite/LEO16",3644
1300,"Satellite/LEO26 To Satellite/LEO16",2500
1305,"Satellite/LEO26 To Satellite/LEO16",1979
1310,"Satellite/LEO26 To Satellite/LEO16",2662
1315,"Satellite/LEO26 To Satellite/LEO16",3830
1320,"Satellite/LEO26 To Satellite/LEO16",4902
1325,"Satellite/LEO26 To Satellite/LEO16",5651
1330,"Satellite/LEO26 To Satellite/LEO16",5971
1335,"Satellite/LEO26 To Satellite/LEO16",5822
1340,"Satellite/LEO26 To Satellite/LEO16",5222
1345,"Satellite/LEO26 To Satellite/LEO16",4251
1350,"Satellite/LEO26 To Satellite/LEO16",3078
1355,"Satellite/LEO26 To Satellite/LEO16",2112
1360,"Satellite/LEO26 To Satellite/LEO16",2182
1365,"Satellite/LEO26 To Satellite/LEO16",3205
1370,"Satellite/LEO26 To Satellite/LEO16",4369
1375,"Satellite/LEO26 To Satellite/LEO16",5307
1380,"Satellite/LEO26 To Satellite/LEO16",5861
1385,"Satellite/LEO26 To Satellite/LEO16",5959
1390,"Satellite/LEO26 To Satellite/LEO16",5590
1395,"Satellite/LEO26 To Satellite/LEO16",4799
1400,"Satellite/LEO26 To Satellite/LEO16",3702
1405,"Satellite/LEO26 To Satellite/LEO16",2549
1410,"Satellite/LEO26 To Satellite/LEO16",1975
1415,"Satellite/LEO26 To Satellite/LEO16",2610
1420,"Satellite/LEO26 To Satellite/LEO16",3772
1425,"Satellite/LEO26 To Satellite/LEO16",4855
1430,"Satellite/LEO26 To Satellite/LEO16",5624
1435,"Satellite/LEO26 To Satellite/LEO16",5966
1440,"Satellite/LEO26 To Satellite/LEO16",5840
0,"Satellite/LEO26 To Satellite/LEO21",7378
5,"Satellite/LEO26 To Satellite/LEO21",7378
10,"Satellite/LEO26 To Satellite/LEO21",7378
15,"Satellite/LEO26 To Satellite/LEO21",7378
20,"Satellite/LEO26 To Satellite/LEO21",7378
25,"Satellite/LEO26 To Satellite/LEO21",7378
30,"Satellite/LEO26 To Satellite/LEO21",7378
35,"Satellite/LEO26 To Satellite/LEO21",7378
40,"Satellite/LEO26 To Satellite/LEO21",7378
45,"Satellite/LEO26 To Satellite/LEO21",7378
50,"Satellite/LEO26 To Satellite/LEO21",7378
55,"Satellite/LEO26 To Satellite/LEO21",7378
60,"Satellite/LEO26 To Satellite/LEO21",7378
65,"Satellite/LEO26 To Satellite/LEO21",7378
70,"Satellite/LEO26 To Satellite/LEO21",7378
75,"Satellite/LEO26 To Satellite/LEO21",7378
80,"Satellite/LEO26 To Satellite/LEO21",7378
85,"Satellite/LEO26 To Satellite/LEO21",7378
90,"Satellite/LEO26 To Satellite/LEO21",7378
95,"Satellite/LEO26 To Satellite/LEO21",7378
100,"Satellite/LEO26 To Satellite/LEO21",7378
105,"Satellite/LEO26 To Satellite/LEO21",7378
110,"Satellite/LEO26 To Satellite/LEO21",7378
115,"Satellite/LEO26 To Satellite/LEO21",7378
120,"Satellite/LEO26 To Satellite/LEO21",7378
125,"Satellite/LEO26 To Satellite/LEO21",7378
130,"Satellite/LEO26 To Satellite/LEO21",7378
135,"Satellite/LEO26 To Satellite/LEO21",7378
140,"Satellite/LEO26 To Satellite/LEO21",7378
145,"Satellite/LEO26 To Satellite/LEO21",7378
150,"Satellite/LEO26 To Satellite/LEO21",7378
155,"Satellite/LEO26 To Satellite/LEO21",7378
160,"Satellite/LEO26 To Satellite/LEO21",7378
165,"Satellite/LEO26 To Satellite/LEO21",7378
170,"Satellite/LEO26 To Satellite/LEO21",7378
175,"Satellite/LEO26 To Satellite/LEO21",7378
180,"Satellite/LEO26 To Satellite/LEO21",7378
185,"Satellite/LEO26 To Satellite/LEO21",7378
190,"Satellite/LEO26 To Satellite/LEO21",7378
195,"Satellite/LEO26 To Satellite/LEO21",7378
200,"Satellite/LEO26 To Satellite/LEO21",7378
205,"Satellite/LEO26 To Satellite/LEO21",7378
210,"Satellite/LEO26 To Satellite/LEO21",7378
215,"Satellite/LEO26 To Satellite/LEO21",7378
220,"Satellite/LEO26 To Satellite/LEO21",7378
225,"Satellite/LEO26 To Satellite/LEO21",7378
230,"Satellite/LEO26 To Satellite/LEO21",7378
235,"Satellite/LEO26 To Satellite/LEO21",7378
240,"Satellite/LEO26 To Satellite/LEO21",7378
245,"Satellite/LEO26 To Satellite/LEO21",7378
250,"Satellite/LEO26 To Satellite/LEO21",7378
255,"Satellite/LEO26 To Satellite/LEO21",7378
260,"Satellite/LEO26 To Satellite/LEO21",7378
265,"Satellite/LEO26 To Satellite/LEO21",7378
270,"Satellite/LEO26 To Satellite/LEO21",7378
275,"Satellite/LEO26 To Satellite/LEO21",7378
280,"Satellite/LEO26 To Satellite/LEO21",7378
285,"Satellite/LEO26 To Satellite/LEO21",7378
290,"Satellite/LEO26 To Satellite/LEO21",7378
295,"Satellite/LEO26 To Satellite/LEO21",7378
300,"Satellite/LEO26 To Satellite/LEO21",7378
305,"Satellite/LEO26 To Satellite/LEO21",7378
310,"Satellite/LEO26 To Satellite/LEO21",7378
315,"Satellite/LEO26 To Satellite/LEO21",7378
320,"Satellite/LEO26 To Satellite/LEO21",7378
325,"Satellite/LEO26 To Satellite/LEO21",7378
330,"Satellite/LEO26 To Satellite/LEO21",7378
335,"Satellite/LEO26 To Satellite/LEO21",7378
340,"Satellite/LEO26 To Satellite/LEO21",7378
345,"Satellite/LEO26 To Satellite/LEO21",7378
350,"Satellite/LEO26 To Satellite/LEO21",7378
355,"Satellite/LEO26 To Satellite/LEO21",7378
360,"Satellite/LEO26 To Satellite/LEO21",7378
365,"Satellite/LEO26 To Satellite/LEO21",7378
370,"Satellite/LEO26 To Satellite/LEO21",7378
375,"Satellite/LEO26 To Satellite/LEO21",7378
380,"Satellite/LEO26 To Satellite/LEO21",7378
385,"Satellite/LEO26 To Satellite/LEO21",7378
390,"Satellite/LEO26 To Satellite/LEO21",7378
395,"Satellite/LEO26 To Satellite/LEO21",7378
400,"Satellite/LEO26 To Satellite/LEO21",7378
405,"Satellite/LEO26 To Satellite/LEO21",7378
410,"Satellite/LEO26 To Satellite/LEO21",7378
415,"Satellite/LEO26 To Satellite/LEO21",7378
420,"Satellite/LEO26 To Satellite/LEO21",7378
425,"Satellite/LEO26 To Satellite/LEO21",7378
430,"Satellite/LEO26 To Satellite/LEO21",7378
435,"Satellite/LEO26 To Satellite/LEO21",7378
440,"Satellite/LEO26 To Satellite/LEO21",7378
445,"Satellite/LEO26 To Satellite/LEO21",7378
450,"Satellite/LEO26 To Satellite/LEO21",7378
455,"Satellite/LEO26 To Satellite/LEO21",7378
460,"Satellite/LEO26 To Satellite/LEO21",7378
465,"Satellite/LEO26 To Satellite/LEO21",7378
470,"Satellite/LEO26 To Satellite/LEO21",7378
475,"Satellite/LEO26 To Satellite/LEO21",7378
480,"Satellite/LEO26 To Satellite/LEO21",7378
485,"Satellite/LEO26 To Satellite/LEO21",7378
490,"Satellite/LEO26 To Satellite/LEO21",7378
495,"Satellite/LEO26 To Satellite/LEO21",7378
500,"Satellite/LEO26 To Satellite/LEO21",7378
505,"Satellite/LEO26 To Satellite/LEO21",7378
510,"Satellite/LEO26 To Satellite/LEO21",7378
515,"Satellite/LEO26 To Satellite/LEO21",7378
520,"Satellite/LEO26 To Satellite/LEO21",7378
525,"Satellite/LEO26 To Satellite/LEO21",7378
530,"Satellite/LEO26 To Satellite/LEO21",7378
535,"Satellite/LEO26 To Satellite/LEO21",7378
540,"Satellite/LEO26 To Satellite/LEO21",7378
545,"Satellite/LEO26 To Satellite/LEO21",7378
550,"Satellite/LEO26 To Satellite/LEO21",7378
555,"Satellite/LEO26 To Satellite/LEO21",7378
560,"Satellite/LEO26 To Satellite/LEO21",7378
565,"Satellite/LEO26 To Satellite/LEO21",7378
570,"Satellite/LEO26 To Satellite/LEO21",7378
575,"Satellite/LEO26 To Satellite/LEO21",7378
580,"Satellite/LEO26 To Satellite/LEO21",7378
585,"Satellite/LEO26 To Satellite/LEO21",7378
590,"Satellite/LEO26 To Satellite/LEO21",7378
595,"Satellite/LEO26 To Satellite/LEO21",7378
600,"Satellite/LEO26 To Satellite/LEO21",7378
605,"Satellite/LEO26 To Satellite/LEO21",7378
610,"Satellite/LEO26 To Satellite/LEO21",7378
615,"Satellite/LEO26 To Satellite/LEO21",7378
620,"Satellite/LEO26 To Satellite/LEO21",7378
625,"Satellite/LEO26 To Satellite/LEO21",7378
630,"Satellite/LEO26 To Satellite/LEO21",7378
635,"Satellite/LEO26 To Satellite/LEO21",7378
640,"Satellite/LEO26 To Satellite/LEO21",7378
645,"Satellite/LEO26 To Satellite/LEO21",7378
650,"Satellite/LEO26 To Satellite/LEO21",7378
655,"Satellite/LEO26 To Satellite/LEO21",7378
660,"Satellite/LEO26 To Satellite/LEO21",7378
665,"Satellite/LEO26 To Satellite/LEO21",7378
670,"Satellite/LEO26 To Satellite/LEO21",7378
675,"Satellite/LEO26 To Satellite/LEO21",7378
680,"Satellite/LEO26 To Satellite/LEO21",7378
685,"Satellite/LEO26 To Satellite/LEO21",7378
690,"Satellite/LEO26 To Satellite/LEO21",7378
695,"Satellite/LEO26 To Satellite/LEO21",7378
700,"Satellite/LEO26 To Satellite/LEO21",7378
705,"Satellite/LEO26 To Satellite/LEO21",7378
710,"Satellite/LEO26 To Satellite/LEO21",7378
715,"Satellite/LEO26 To Satellite/LEO21",7378
720,"Satellite/LEO26 To Satellite/LEO21",7378
725,"Satellite/LEO26 To Satellite/LEO21",7378
730,"Satellite/LEO26 To Satellite/LEO21",7378
735,"Satellite/LEO26 To Satellite/LEO21",7378
740,"Satellite/LEO26 To Satellite/LEO21",7378
745,"Satellite/LEO26 To Satellite/LEO21",7378
750,"Satellite/LEO26 To Satellite/LEO21",7378
755,"Satellite/LEO26 To Satellite/LEO21",7378
760,"Satellite/LEO26 To Satellite/LEO21",7378
765,"Satellite/LEO26 To Satellite/LEO21",7378
770,"Satellite/LEO26 To Satellite/LEO21",7378
775,"Satellite/LEO26 To Satellite/LEO21",7378
780,"Satellite/LEO26 To Satellite/LEO21",7378
785,"Satellite/LEO26 To Satellite/LEO21",7378
790,"Satellite/LEO26 To Satellite/LEO21",7378
795,"Satellite/LEO26 To Satellite/LEO21",7378
800,"Satellite/LEO26 To Satellite/LEO21",7378
805,"Satellite/LEO26 To Satellite/LEO21",7378
810,"Satellite/LEO26 To Satellite/LEO21",7378
815,"Satellite/LEO26 To Satellite/LEO21",7378
820,"Satellite/LEO26 To Satellite/LEO21",7378
825,"Satellite/LEO26 To Satellite/LEO21",7378
830,"Satellite/LEO26 To Satellite/LEO21",7378
